"concept_id","year","sex","age_group","patient_count","record_count","denominator","prevalence"
1304850,2015,"M","60-69",21,65,7868,0.00266903914590747
1304850,2015,"M","70-79",20,64,4522,0.00442282176028306
1304850,2015,"M","80+",8,22,1867,0.00428494911622924
1304850,2016,"F","40-49",8,34,10770,0.00074280408542247
1304850,2016,"F","50-59",13,71,11003,0.00118149595564846
1304850,2016,"F","60-69",14,104,9975,0.00140350877192982
1304850,2016,"F","70-79",19,105,7336,0.00258996728462377
1304850,2016,"F","80+",5,8,4853,0.00103029054193283
1304850,2016,"M","0-9",6,17,10802,0.000555452693945566
1304850,2016,"M","30-39",5,21,12419,0.000402608905708994
1304850,2016,"M","40-49",5,23,10763,0.00046455449224194
1304850,2016,"M","50-59",12,47,9887,0.0012137149792657
1304850,2016,"M","60-69",18,57,8076,0.00222882615156018
1304850,2016,"M","70-79",15,54,4604,0.00325803649000869
1304850,2017,"F","50-59",13,67,10893,0.00119342697144955
1304850,2017,"F","60-69",19,93,10167,0.00186879118717419
1304850,2017,"F","70-79",22,115,7393,0.00297578790748005
1304850,2017,"F","80+",8,25,5167,0.00154828720727695
1304850,2017,"M","30-39",6,49,12785,0.00046929996089167
1304850,2017,"M","40-49",5,14,10964,0.000456037942356804
1304850,2017,"M","50-59",12,55,9818,0.00122224485638623
1304850,2017,"M","60-69",21,130,8155,0.00257510729613734
1304850,2017,"M","70-79",11,46,4775,0.00230366492146597
1304850,2018,"F","40-49",6,17,10602,0.000565930956423316
1304850,2018,"F","50-59",16,86,10947,0.00146158764958436
1304850,2018,"F","60-69",21,99,10252,0.00204838080374561
1304850,2018,"F","70-79",26,97,7483,0.00347454229587064
1304850,2018,"F","80+",5,16,5437,0.000919624793084422
1304850,2018,"M","0-9",6,48,10526,0.000570017100513015
1304850,2018,"M","50-59",8,42,9754,0.000820176337912651
1304850,2018,"M","60-69",23,106,8311,0.00276741667669354
1304850,2018,"M","70-79",17,63,4909,0.00346302709309432
